Year,Week,t,Deaths,Exposure,sn52,cs52,include,Baseline,lp,up,PopCode,Sex,Age,Date,mx_b,mx_b_u,mx_b_l,mx_d
2017,12,64,16,8394.396643444496,0.9927088740980539,0.12053668025532369,0,10.601219466306855,5,18,GRC,b,0,2017-03-26,126.28923693504228,214.42875247093411,59.563542353037256,190.60333552971923
2017,13,65,7,8388.383919702721,1,3.061515884555943e-16,0,10.583032517123213,5,17.024999999999864,GRC,b,0,2017-04-02,126.16294888775512,202.95923699929102,59.606237004197546,83.44873180587656
2017,14,66,10,8382.474113225324,0.992708874098054,-0.12053668025532309,0,10.563632821219615,4,18,GRC,b,0,2017-04-09,126.02046458518733,214.73373799748177,47.71860844388484,119.29652110971209
2017,15,67,6,8376.670065937715,0.9709418174260519,-0.23931566428755813,1,10.543003699488912,5,18,GRC,b,0,2017-04-16,125.86151318481815,214.88252322595227,59.68958978498674,71.62750774198409
2017,16,68,7,8370.974619765313,0.9350162426854148,-0.35460488704253545,1,10.521129085704175,4.975000000000044,18,GRC,b,0,2017-04-23,125.68583186074865,215.02872506026836,59.43155039860248,83.62228196788215
2017,17,69,10,8365.39061663353,0.8854560256532102,-0.4647231720437679,1,10.497993549097824,5,17,GRC,b,0,2017-04-30,125.49316619147326,203.21824501772377,59.770072064036405,119.54014412807281
2017,18,70,18,8359.92089846778,0.8229838658936571,-0.5680647467311547,1,10.473582316840938,5,18,GRC,b,0,2017-05-07,125.28327054817652,215.31304205640353,59.80917834900098,215.31304205640353
2017,19,71,12,8354.568307193482,0.7485107481711012,-0.6631226582407952,1,10.44788129638471,5,18,GRC,b,0,2017-05-14,125.05590848289354,215.45098846701117,59.847496796391994,143.6339923113408
2017,20,72,9,8349.335684736046,0.6631226582407956,-0.7485107481711006,1,10.420877097627,4,18,GRC,b,0,2017-05-21,124.81085311587209,215.58601402153406,47.908003115896456,107.79300701076703
2017,21,73,9,8344.225873020889,0.5680647467311568,-0.8229838658936557,1,10.392557054865144,5,17,GRC,b,0,2017-05-28,124.5478875214423,203.7336987121303,59.92167609180302,107.85901696524544
2017,22,74,10,8339.241713973428,0.4647231720437685,-0.8854560256532099,1,10.362909248495653,4,17,GRC,b,0,2017-06-04,124.26680511168443,203.85546531784064,47.96599183949191,119.91497959872979
2017,23,75,12,8334.386049519073,0.35460488704253607,-0.9350162426854146,1,10.331936199191052,4,17,GRC,b,0,2017-06-11,123.96757406968501,203.9742327628436,47.99393712066909,143.98181136200725
2017,24,76,6,8329.661721583243,0.23931566428755877,-0.9709418174260518,1,10.299695565453137,5,17,GRC,b,0,2017-06-18,123.65082652474683,204.08992067409864,60.02644725708784,72.0317367085054
