"","Country","Year","Age","Deaths_females","Deaths_males"
"549","Netherlands","2020",40,415.94205,544.08996
"550","Netherlands","2020",45,809.30334,1093.5514
"551","Netherlands","2020",50,1388.5914,2110.8516
"552","Netherlands","2020",55,2020.29698,3424.35891
"553","Netherlands","2020",60,2852.1285,4988.55009
"554","Netherlands","2020",65,4114.893,6925.016
"555","Netherlands","2020",70,6928.87767,10731.28672
"556","Netherlands","2020",75,8999.04061,12009.82068
"557","Netherlands","2020",80,12955.5572,13579.37988
"558","Netherlands","2020",85,16445.8596,12588.0204
"559","Netherlands","2020",90,13754.99604,7234.90365
"560","Netherlands","2020",95,7152.76926,2277.67009
"561","New Zealand","2020",0,496.054798404,652.80024
"562","New Zealand","2020",5,9.790592,10.838665
"563","New Zealand","2020",10,15.386808,21.937409171
"564","New Zealand","2020",15,44.904872649,102.920243439
"565","New Zealand","2020",20,55.26041008,133.996903646
"566","New Zealand","2020",25,50.872208726,129.058415125
"567","New Zealand","2020",30,81.006593223,119.910206135
"568","New Zealand","2020",35,92.24162066,139.810413063
"569","New Zealand","2020",40,143.58583934,196.95704484
"570","New Zealand","2020",45,253.026992608,318.651941125
"571","New Zealand","2020",50,379.584874651,477.933321318
"572","New Zealand","2020",55,522.880175594,762.300110564
"573","New Zealand","2020",60,764.78870655,1006.056143548
"574","New Zealand","2020",65,1055.261600084,1437.33815757
"575","New Zealand","2020",70,1511.52120987,2150.783319516
"576","New Zealand","2020",75,1907.555287168,2478.895510834
"577","New Zealand","2020",80,2459.63763336,2821.537590048
"578","New Zealand","2020",85,3033.405808654,2802.8043204
"579","New Zealand","2020",90,3057.08442471,2079.61476267
"580","New Zealand","2020",95,1553.0025498,699.6818988
"581","Norway","2020",0,273.70442,351.16332
"582","Norway","2020",5,8.4729169,11.633205
"583","Norway","2020",10,10.7775447,14.4037822
"584","Norway","2020",15,31.739556225,55.5908503
"585","Norway","2020",20,37.336116708,113.278950413
"586","Norway","2020",25,42.173390052,132.080319354
"587","Norway","2020",30,60.72747738,148.3712065
"588","Norway","2020",35,77.260980096,170.051976022
"589","Norway","2020",40,115.839738364,209.315298795
"590","Norway","2020",45,228.103996561,360.576893958
"591","Norway","2020",50,395.46650059,605.99101383
"592","Norway","2020",55,548.720604224,877.591140606
"593","Norway","2020",60,816.546634204,1301.686784475
"594","Norway","2020",65,1183.193924939,1872.3142386
"595","Norway","2020",70,1820.833977456,2869.286769492
"596","Norway","2020",75,2328.96643785,3292.19166885
"597","Norway","2020",80,3033.592070572,3527.529319555
"598","Norway","2020",85,4088.763253234,3486.01316645
"599","Norway","2020",90,4155.86105944,2470.6706778
"600","Norway","2020",95,2637.9944064,922.49042732
"601","Pakistan","2020",0,797795.8708,1002592.3536
"602","Pakistan","2020",5,13643.760562008,13507.617892098
"603","Pakistan","2020",10,7105.163095692,8965.339558839
"604","Pakistan","2020",15,8603.190907176,11253.70175984
"605","Pakistan","2020",20,12061.09190429,13099.862201904
"606","Pakistan","2020",25,10258.313664214,15647.647466426
"607","Pakistan","2020",30,11444.83986708,17155.726118512
"608","Pakistan","2020",35,12897.26510072,18892.699413786
"609","Pakistan","2020",40,15386.983374712,21875.326274448
"610","Pakistan","2020",45,19310.21519637,26420.51105946
"611","Pakistan","2020",50,25989.28740702,33898.94744187
"612","Pakistan","2020",55,34803.546803512,43592.583943112
"613","Pakistan","2020",60,45594.445738659,52119.441538508
"614","Pakistan","2020",65,50953.025358,56169.771448749
"615","Pakistan","2020",70,59825.38719753,67105.175969298
"616","Pakistan","2020",75,67203.667033542,73115.521984435
"617","Pakistan","2020",80,58224.58545811,61394.46613626
"618","Pakistan","2020",85,37200.5086604,38155.88205352
"619","Pakistan","2020",90,12742.17541869,14643.1926412
"620","Pakistan","2020",95,2096.85629872,3174.70127464
"621","Panama","2020",0,2319.30597,3254.4675
"622","Panama","2020",5,43.25702,74.62896
"623","Panama","2020",10,50.63016,90.52272
"624","Panama","2020",15,82.45539,265.37106
"625","Panama","2020",20,115.55758,466.19496
"626","Panama","2020",25,140.5154,484.14184
"627","Panama","2020",30,165.7089,418.99319
"628","Panama","2020",35,193.37616,377.3844
"629","Panama","2020",40,237.4218,411.0612
"630","Panama","2020",45,298.33914,510.09804
"631","Panama","2020",50,374.46893,640.8325
"632","Panama","2020",55,476.33938,795.67635
"633","Panama","2020",60,595.62492,945.42645
"634","Panama","2020",65,728.45316,1070.24503
"635","Panama","2020",70,871.992,1173.92825
"636","Panama","2020",75,1020.54498,1238.82408
"637","Panama","2020",80,1108.74816,1186.9008
"638","Panama","2020",85,1055.87062,993.4638
"639","Panama","2020",90,819.7383,683.26791
"640","Panama","2020",95,589.12616,447.86664
"641","Philippines","2020",0,88821.540612177,123501.979592506
"642","Philippines","2020",5,2846.53770608,4152.43571124
"643","Philippines","2020",10,2320.95119495,3484.164418098
"644","Philippines","2020",15,3872.57288222,8076.966004944
"645","Philippines","2020",20,4720.713314576,11464.47492504
"646","Philippines","2020",25,5311.994511536,11258.054792865
"647","Philippines","2020",30,5873.950849774,11343.94893555
"648","Philippines","2020",35,7139.248453292,12968.176389211
"649","Philippines","2020",40,9109.99616709,16465.318446274
"650","Philippines","2020",45,11863.37920833,21589.702799778
"651","Philippines","2020",50,15634.85339813,29136.587422239
"652","Philippines","2020",55,19568.623054194,36499.713401178
"653","Philippines","2020",60,21320.09073741,40410.039893895
"654","Philippines","2020",65,21534.183304668,40497.915619679
"655","Philippines","2020",70,23707.202345208,37286.509452464
"656","Philippines","2020",75,26632.24528588,31093.34840248
"657","Philippines","2020",80,28888.744383824,25308.78154875
"658","Philippines","2020",85,20783.98729212,14160.18582485
"659","Philippines","2020",90,11283.00913685,4591.13418858
"660","Philippines","2020",95,3929.20890494,971.15798438
"661","Portugal","2020",0,507.09168,681.0012
"662","Portugal","2020",5,14.5555578,16.5254094
"663","Portugal","2020",10,16.2353401,22.641833
"664","Portugal","2020",15,34.142164,63.893242
"665","Portugal","2020",20,50.199168,113.37732
"666","Portugal","2020",25,55.548645,129.87013
"667","Portugal","2020",30,91.064907,198.177624
"668","Portugal","2020",35,182.159569,323.95506
"669","Portugal","2020",40,355.177017,668.7769
"670","Portugal","2020",45,601.08763,1256.18318
"671","Portugal","2020",50,778.324,1976.58666
"672","Portugal","2020",55,1093.6604,2567.985
"673","Portugal","2020",60,1472.20777,3344.4562
"674","Portugal","2020",65,2179.2164,4174.2855
"675","Portugal","2020",70,3548.6294,5968.558
"676","Portugal","2020",75,5778.9486,7795.1664
"677","Portugal","2020",80,10369.4904,10607.9872
"678","Portugal","2020",85,14560.8,10993.08
"679","Portugal","2020",90,10951.948,5591.264
"680","Portugal","2020",95,4816.292,1805.052
"681","Romania","2020",0,2675.612311,3645.01165
"682","Romania","2020",5,57.237276,80.397846
"683","Romania","2020",10,74.094936,136.59519
"684","Romania","2020",15,109.212692,250.027167
"685","Romania","2020",20,114.52678,358.977423
"686","Romania","2020",25,193.174512,509.175625
"687","Romania","2020",30,316.821675,727.704674
"688","Romania","2020",35,430.022748,1008.275064
"689","Romania","2020",40,1024.676214,2408.267952
"690","Romania","2020",45,1528.4304,3838.464952
"691","Romania","2020",50,2927.74392,6905.789784
"692","Romania","2020",55,3263.454083,8155.95707
"693","Romania","2020",60,6553.743825,14043.527
"694","Romania","2020",65,9451.84203,16691.684534
"695","Romania","2020",70,12156.775648,16664.444294
"696","Romania","2020",75,15667.99556,15783.319342
"697","Romania","2020",80,28553.20572,19509.42253
"698","Romania","2020",85,26469.578592,15154.891664
"699","Romania","2020",90,14858.879928,7569.553068
"700","Romania","2020",95,4174.24774,2117.747489
"701","South Africa","2020",0,72356.30897408,88534.914169548
"702","South Africa","2020",5,1891.717794988,3369.49050256
"703","South Africa","2020",10,1425.96960129,2724.330994375
"704","South Africa","2020",15,2242.840552604,4072.27934942
"705","South Africa","2020",20,4645.47399029,6668.310502806
"706","South Africa","2020",25,9117.60682019,11025.698042016
"707","South Africa","2020",30,13222.061180031,17190.596552951
"708","South Africa","2020",35,16226.126911085,23385.451468272
"709","South Africa","2020",40,14937.879794176,23245.702656372
"710","South Africa","2020",45,14853.987252205,24151.568241614
"711","South Africa","2020",50,14882.321746746,24800.818469416
"712","South Africa","2020",55,15043.858226662,25118.289167524
"713","South Africa","2020",60,16914.24227095,26650.68735546
"714","South Africa","2020",65,20138.24429841,27711.005936624
"715","South Africa","2020",70,22084.06253539,25334.536952322
"716","South Africa","2020",75,25141.874290065,23015.34871707
"717","South Africa","2020",80,24949.15919375,16670.07967023
"718","South Africa","2020",85,16786.84576788,8031.9578997
"719","South Africa","2020",90,5323.30706911,1768.01856819
"720","South Africa","2020",95,579.69376056,150.19273662
"721","South Korea","2020",0,1779.489685495,2224.7175943
"722","South Korea","2020",5,65.6634498,92.4683298
"723","South Korea","2020",10,68.0997684,105.2660224
"724","South Korea","2020",15,160.291940312,320.501959248
"725","South Korea","2020",20,313.98501823,641.985795696
"726","South Korea","2020",25,487.396925515,979.216954895
"727","South Korea","2020",30,641.340876776,1185.621900624
"728","South Korea","2020",35,947.191197635,1889.110282487
"729","South Korea","2020",40,1375.682046664,3136.435699708
"730","South Korea","2020",45,2169.262688256,5680.792250308
"731","South Korea","2020",50,3048.223644909,8752.36542851
"732","South Korea","2020",55,4056.143558766,12065.971424572
"733","South Korea","2020",60,5726.509595694,15578.70872304
"734","South Korea","2020",65,7075.971256213,16739.152360179
"735","South Korea","2020",70,10880.28508266,22077.498736936
"736","South Korea","2020",75,19325.487925645,28707.9172157
"737","South Korea","2020",80,31168.037046113,31253.797653806
"738","South Korea","2020",85,34383.326236206,21419.711547
"739","South Korea","2020",90,23426.0709872,8989.16606529
"740","South Korea","2020",95,10388.6606505,2702.7735972
"741","Spain","2020",0,2131.38809,2553.91083
"742","Spain","2020",5,65.26104,92.53656
"743","Spain","2020",10,84.51184,116.15778
"744","Spain","2020",15,119.59497,230.1792
"745","Spain","2020",20,143.12259,381.13878
"746","Spain","2020",25,185.20592,433.49508
"747","Spain","2020",30,286.6435,618.54209
"748","Spain","2020",35,642.18453,1080.02004
"749","Spain","2020",40,1342.56412,2472.35074
"750","Spain","2020",45,2252.35881,4608.6937
"751","Spain","2020",50,3318.63872,7076.81358
"752","Spain","2020",55,4583.65465,10258.02036
"753","Spain","2020",60,5537.7813,13050.2424
"754","Spain","2020",65,6843.63498,15474.0964
"755","Spain","2020",70,11045.83755,21590.82247
"756","Spain","2020",75,18586.79515,28795.55733
"757","Spain","2020",80,30067.75808,34174.6578
"758","Spain","2020",85,55114.3427,44030.5632
"759","Spain","2020",90,52022.188,29712.74475
"760","Spain","2020",95,26449.41189,9873.3595
"761","Sweden","2020",0,534.7443,695.79
"762","Sweden","2020",5,19.1539432,17.9078382
"763","Sweden","2020",10,20.9868857,25.717356
"764","Sweden","2020",15,43.259866992,82.0109879
"765","Sweden","2020",20,58.560343821,166.297229493
"766","Sweden","2020",25,93.192423846,250.125829715
"767","Sweden","2020",30,107.823570944,234.380795924
"768","Sweden","2020",35,128.657722653,225.197590653
"769","Sweden","2020",40,186.955299615,309.555261097
"770","Sweden","2020",45,358.14472744,553.620179785
"771","Sweden","2020",50,645.17116496,979.905120771
"772","Sweden","2020",55,946.025864172,1468.475554728
"773","Sweden","2020",60,1440.92012712,2218.382948705
"774","Sweden","2020",65,2209.869044662,3293.718348228
"775","Sweden","2020",70,3870.54376002,5644.077343024
"776","Sweden","2020",75,5336.240308386,7574.979302493
"777","Sweden","2020",80,7043.600469268,8237.435596767
"778","Sweden","2020",85,9387.106179428,8150.8561056
"779","Sweden","2020",90,9371.91717088,5784.45087406
"780","Sweden","2020",95,5592.23032414,2204.4365824
"781","Switzerland","2020",0,705.7568,821.044
"782","Switzerland","2020",5,12.6408,13.34616
"783","Switzerland","2020",10,13.97704,16.79976
"784","Switzerland","2020",15,25.00884,62.86939
"785","Switzerland","2020",20,38.0704,93.57348
"786","Switzerland","2020",25,54.8166,118.2132
"787","Switzerland","2020",30,76.95896,141.74072
"788","Switzerland","2020",35,114.55866,196.58142
"789","Switzerland","2020",40,175.83634,292.99296
"790","Switzerland","2020",45,311.0268,485.21754
"791","Switzerland","2020",50,579.34759,950.40694
"792","Switzerland","2020",55,898.03104,1494.94002
"793","Switzerland","2020",60,1138.67754,1992.82589
"794","Switzerland","2020",65,1522.27618,2524.3335
"795","Switzerland","2020",70,2353.85472,3655.1683
"796","Switzerland","2020",75,3422.43927,4801.3988
"797","Switzerland","2020",80,5284.20837,5947.76595
"798","Switzerland","2020",85,7794.61872,6593.12973
"799","Switzerland","2020",90,8209.677,4429.22066
"800","Switzerland","2020",95,4277.40277,1558.95984
"801","Taiwan","2020",0,NA,NA
"802","Taiwan","2020",5,NA,NA
"803","Taiwan","2020",10,NA,NA
"804","Taiwan","2020",15,NA,NA
"805","Taiwan","2020",20,NA,NA
"806","Taiwan","2020",25,NA,NA
"807","Taiwan","2020",30,NA,NA
"808","Taiwan","2020",35,NA,NA
"809","Taiwan","2020",40,NA,NA
"810","Taiwan","2020",45,NA,NA
"811","Taiwan","2020",50,NA,NA
"812","Taiwan","2020",55,NA,NA
"813","Taiwan","2020",60,NA,NA
"814","Taiwan","2020",65,NA,NA
"815","Taiwan","2020",70,NA,NA
"816","Taiwan","2020",75,NA,NA
"817","Taiwan","2020",80,NA,NA
"818","Taiwan","2020",85,NA,NA
"819","Taiwan","2020",90,NA,NA
"820","Taiwan","2020",95,NA,NA
"821","USA","2020",0,51281.36377,63769.209546
"822","USA","2020",5,1077.86349,1332.03109
"823","USA","2020",10,1278.684776,1842.954723
"824","USA","2020",15,3257.887731,7930.722972
"825","USA","2020",20,5664.854734,16576.479648
"826","USA","2020",25,8066.70375,21362.096345
"827","USA","2020",30,10907.316365,23182.680234
"828","USA","2020",35,13144.95624,24953.685558
"829","USA","2020",40,16454.619489,27684.440352
"830","USA","2020",45,24687.343152,38151.741873
"831","USA","2020",50,39289.18176,62701.49466
"832","USA","2020",55,61572.3644,99015.50538
"833","USA","2020",60,84847.86343,135020.21841
"834","USA","2020",65,107811.357078,155117.680776
"835","USA","2020",70,142168.012704,180552.105711
"836","USA","2020",75,161217.728548,182460.345648
"837","USA","2020",80,186924.376586,192185.1755
"838","USA","2020",85,213005.229435,176473.416687
"839","USA","2020",90,206062.784325,128670.160476
"840","USA","2020",95,131890.055125,57238.270575
