Country,Sex,Age,Deaths,baseline,excess,excess_lp,excess_up,last_week,last_date
Austria,m,40,60,51.70591689198315,8.29408310801685,0,37,13,2020-03-30
Austria,m,45,105,93.469322798586,11.530677201413997,0,57,14,2020-04-06
Austria,m,50,147,126.62129278284101,20.378707217158993,0,74,14,2020-04-06
Austria,m,55,200,172.159717912346,27.84028208765401,0,93,14,2020-04-06
Austria,m,60,225,193.65980241114264,31.340197588857357,0,103,14,2020-04-06
Austria,m,65,298,251.5654734849315,46.43452651506853,0,128.02499999999995,14,2020-04-06
Austria,m,70,410,345.632201139578,64.36779886042197,0,159,14,2020-04-06
Austria,m,75,726,614.7606238752494,111.23937612475062,3,240,14,2020-04-06
Austria,m,80,796,683.9147714735732,112.08522852642679,1.9750000000001364,248,14,2020-04-06
Austria,m,85,1124,981.4125713895165,142.58742861048347,8.975000000000136,307.025,14,2020-04-06
Austria,m,90,980,872.9423777272651,107.05762227273492,0,261.04999999999995,14,2020-04-06
Austria,m,95,447,403.48978106501124,43.51021893498878,0,146,14,2020-04-06
Austria,m,100,115,106.40925615919267,8.590743840807331,0,58,14,2020-04-06
Austria,m,Aggr,5782,5026.786996370787,755.2130036292125,13.950000000000273,2021.1,14,2020-04-06
Belgium,b,5,7,3.6859946435631414,3.3140053564368586,0,7,13,2020-03-30
Belgium,b,10,11,7.793585617900465,3.206414382099535,0,11,16,2020-04-20
Belgium,b,15,14,8.18945662042908,5.81054337957092,0,14,15,2020-04-13
Belgium,b,20,35,17.88202131602862,17.11797868397138,2,31,12,2020-03-23
Belgium,b,25,24,19.91674833013199,4.083251669868008,0,18,15,2020-04-13
Belgium,b,30,75,42.171041748895604,32.828958251104396,5,63,16,2020-04-20
Belgium,b,35,67,54.23109668341298,12.768903316587023,0,43,16,2020-04-20
Belgium,b,40,74,58.61788211693949,15.38211788306051,0,43.024999999999956,15,2020-04-13
Belgium,b,45,160,137.40881696301696,22.591183036983043,0,75,15,2020-04-13
Belgium,b,50,409,334.82201597587647,74.17798402412352,3,178,16,2020-04-20
Belgium,b,55,704,548.6103174385546,155.38968256144545,36.975000000000136,291,16,2020-04-20
Belgium,b,60,804,644.7826069457506,159.21739305424944,62,284.025,16,2020-04-20
Belgium,b,65,1688,1209.1063794089698,478.8936205910302,286.9500000000003,686,16,2020-04-20
Belgium,b,70,2309,1760.1589546329978,548.8410453670022,335,808,16,2020-04-20
Belgium,b,75,2808,1820.7210935628977,987.2789064371023,737,1243.025,16,2020-04-20
Belgium,b,80,4442,2731.903535847845,1710.0964641521552,1363.9250000000004,2030.0749999999998,16,2020-04-20
Belgium,b,85,4356,2556.6658051745717,1799.3341948254283,1550.9500000000003,2053.025,16,2020-04-20
Belgium,b,90,3431,2136.5680872902894,1294.4319127097106,1091,1544.1,16,2020-04-20
Belgium,b,95,1788,1181.6708756609635,606.3291243390366,441.9500000000003,806.025,16,2020-04-20
Belgium,b,100,557,360.57512121632857,196.42487878367143,92,304.0499999999999,16,2020-04-20
Belgium,b,Aggr,23763,15635.481437195363,8127.5185628046365,6007.750000000002,10532.35,16,2020-04-20
Belgium,f,5,10,7.2413850351741,2.7586149648258993,0,10,16,2020-04-20
Belgium,f,10,12,8.973402125151756,3.0265978748482447,0,12,16,2020-04-20
Belgium,f,15,6,4.653155320210599,1.3468446797894005,0,6,15,2020-04-13
Belgium,f,20,13,6.67359659972635,6.32640340027365,0,13,14,2020-04-06
Belgium,f,25,10,6.9587358883379,3.0412641116620995,0,10,14,2020-04-06
Belgium,f,30,21,8.57555871694705,12.424441283052948,2,21,16,2020-04-20
Belgium,f,35,13,8.747303300765811,4.25269669923419,0,11,15,2020-04-13
Belgium,f,40,46,31.28684666349806,14.71315333650194,1,39,15,2020-04-13
Belgium,f,45,27,22.756568426047004,4.243431573952996,0,16,11,2020-03-16
Belgium,f,50,116,98.77640178607501,17.223598213924983,0,63.024999999999956,16,2020-04-20
Belgium,f,55,245,205.14034741177812,39.85965258822189,3,114,16,2020-04-20
Belgium,f,60,253,207.58715376901347,45.41284623098654,15,108,16,2020-04-20
Belgium,f,65,585,410.20143198032224,174.7985680196778,62,292,16,2020-04-20
Belgium,f,70,901,684.2695783186942,216.73042168130576,109,378.025,16,2020-04-20
Belgium,f,75,1207,795.5007487796415,411.4992512203584,276,577,16,2020-04-20
Belgium,f,80,2097,1333.059691819208,763.940308180792,551.9500000000003,988.0749999999998,16,2020-04-20
Belgium,f,85,2455,1453.1715288970686,1001.8284711029314,827,1199,16,2020-04-20
Belgium,f,90,2233,1380.8997240658614,852.1002759341385,696.9750000000001,1058.0749999999998,16,2020-04-20
Belgium,f,95,1164,735.5586883434878,428.44131165651226,301,574,16,2020-04-20
Belgium,f,100,451,300.02297967381617,150.9770203261838,65,249.02499999999995,16,2020-04-20
Belgium,f,Aggr,11865,7710.054826920825,4154.945173079174,2909.925,5738.2249999999995,16,2020-04-20
Belgium,m,10,8,7.706972306537576,0.2930276934624241,0,8,16,2020-04-20
Belgium,m,15,2,1.182762267283674,0.817237732716326,0,2,10,2020-03-09
Belgium,m,20,26,16.927835187773464,9.072164812226536,1,26,16,2020-04-20
Belgium,m,25,17,14.539598716727536,2.4604012832724633,0,14,15,2020-04-13
Belgium,m,30,47,25.564998611643777,21.435001388356223,1,42,14,2020-04-06
Belgium,m,35,46,30.97370568429429,15.026294315705709,0,36,16,2020-04-20
Belgium,m,40,34,27.36591329454223,6.634086705457767,0,23,15,2020-04-13
Belgium,m,45,105,80.71106862359969,24.288931376400306,1,65,15,2020-04-13
Belgium,m,50,239,177.61243900195552,61.38756099804448,5,131.02499999999995,16,2020-04-20
Belgium,m,55,427,314.5523141749625,112.44768582503752,26,214,16,2020-04-20
Belgium,m,60,514,396.3433448327106,117.65665516728939,29,215.02499999999995,16,2020-04-20
Belgium,m,65,1059,747.1671240982845,311.8328759017155,181,472.0499999999999,16,2020-04-20
Belgium,m,70,1409,1070.7485183196184,338.2514816803817,172,541,16,2020-04-20
Belgium,m,75,1600,1024.9748486190967,575.0251513809031,394,769.05,16,2020-04-20
Belgium,m,80,2344,1397.626714420858,946.373285579142,706.9750000000001,1188.0249999999999,16,2020-04-20
Belgium,m,85,2461,1533.0455902765616,927.9544097234384,714,1169,16,2020-04-20
Belgium,m,90,1344,867.6626446676951,476.33735533230487,346.9500000000003,648.025,16,2020-04-20
Belgium,m,95,562,328.7491566506667,233.25084334933328,128,341,16,2020-04-20
Belgium,m,100,80,47.48251905631517,32.51748094368483,2,71,16,2020-04-20
Belgium,m,Aggr,12324,8110.938068811127,4213.061931188873,2707.925,5975.2,16,2020-04-20
Denmark,b,0,4,3.5659576216832622,0.43404237831673775,0,4,9,2020-03-02
Denmark,b,5,2,1.0447191388066588,0.9552808611933412,0,2,10,2020-03-09
Denmark,b,10,4,2.483955656618809,1.5160443433811908,0,4,12,2020-03-23
Denmark,b,15,11,8.115030211358297,2.884969788641703,0,11,17,2020-04-27
Denmark,b,20,10,6.166831439199129,3.8331685608008708,0,10,14,2020-04-06
Denmark,b,25,20,10.907706658279643,9.092293341720357,0,20,16,2020-04-20
Denmark,b,30,13,9.63166174295767,3.3683382570423306,0,13,16,2020-04-20
Denmark,b,35,29,17.220309455739944,11.779690544260056,1,29,17,2020-04-27
Denmark,b,40,54,33.63571058783664,20.36428941216336,1,46,17,2020-04-27
Denmark,b,45,137,109.23627976517892,27.76372023482108,4,90,17,2020-04-27
Denmark,b,50,25,22.95802805566259,2.0419719443374085,0,12,8,2020-02-24
Denmark,b,55,269,227.94660430478183,41.05339569521816,0,117,17,2020-04-27
Denmark,b,60,296,273.72498062343607,22.27501937656396,0,95,15,2020-04-13
Denmark,b,65,378,342.0409213452649,35.95907865473512,1,112.02499999999995,15,2020-04-13
Denmark,b,70,1207,1051.6432716303302,155.3567283696698,20,350.0499999999999,17,2020-04-27
Denmark,b,75,1665,1421.1775256597107,243.8224743402894,51.95000000000027,485,17,2020-04-27
Denmark,b,80,1455,1209.3154689347125,245.68453106528747,74,451.025,17,2020-04-27
Denmark,b,85,1467,1293.616116092794,173.38388390720596,27,376.025,16,2020-04-20
Denmark,b,90,1265,1155.1528868873813,109.84711311261864,14,318.025,17,2020-04-27
Denmark,b,95,294,268.44649489956066,25.55350510043931,0,98.02499999999995,16,2020-04-20
Denmark,b,100,75,62.39474124460717,12.605258755392832,0,48,17,2020-04-27
Denmark,b,Aggr,8680,7530.425201955901,1149.574798044099,193.95000000000027,2691.1749999999997,17,2020-04-27
Denmark,f,0,4,2.831135267721379,1.1688647322786212,0,4,17,2020-04-27
Denmark,f,5,6,5.995973961607893,0.004026038392107356,0,6,13,2020-03-30
Denmark,f,15,6,3.4167006136688904,2.5832993863311096,0,6,17,2020-04-27
Denmark,f,25,11,7.015097643569245,3.984902356430755,0,11,17,2020-04-27
Denmark,f,30,2,1.4437401804172818,0.5562598195827182,0,2,12,2020-03-23
Denmark,f,35,11,5.362824594896361,5.637175405103639,0,11,16,2020-04-20
Denmark,f,40,22,13.544333990393266,8.455666009606734,0,22,17,2020-04-27
Denmark,f,45,35,27.232241633128996,7.767758366871004,0,29,17,2020-04-27
Denmark,f,50,33,27.48273014282254,5.517269857177462,0,23,14,2020-04-06
Denmark,f,55,107,72.30721169193805,34.69278830806195,1,76,17,2020-04-27
Denmark,f,60,139,111.93717293113107,27.062827068868923,0,73,15,2020-04-13
Denmark,f,65,82,70.43318988510168,11.56681011489831,0,35,11,2020-03-16
Denmark,f,70,506,411.1409773707265,94.85902262927351,1,214.02499999999995,17,2020-04-27
Denmark,f,75,482,413.03165676153844,68.96834323846153,0,169.0499999999999,17,2020-04-27
Denmark,f,80,739,642.2277714100061,96.77222858999392,4.975000000000136,249,17,2020-04-27
Denmark,f,85,690,595.0085937866188,94.99140621338123,17.950000000000273,221,16,2020-04-20
Denmark,f,90,788,715.2499644372336,72.75003556276633,0,234.02499999999995,17,2020-04-27
Denmark,f,95,143,123.74961638153073,19.25038361846928,0,57,16,2020-04-20
Denmark,f,100,46,36.3099369757559,9.690063024244093,0,33,17,2020-04-27
Denmark,f,Aggr,3852,3285.720869659807,566.2791303401932,24.92500000000041,1475.1,17,2020-04-27
Denmark,m,10,2,1.0675771112938777,0.9324228887061223,0,2,12,2020-03-23
Denmark,m,15,2,1.4071894322040726,0.5928105677959274,0,2,10,2020-03-09
Denmark,m,20,10,5.948833924806975,4.051166075193025,0,10,17,2020-04-27
Denmark,m,25,16,6.549686354734307,9.450313645265693,1,16,16,2020-04-20
Denmark,m,30,11,6.171052161447741,4.828947838552259,0,11,16,2020-04-20
Denmark,m,35,18,9.98871994130504,8.01128005869496,0,18,17,2020-04-27
Denmark,m,40,38,24.326036006685992,13.67396399331401,0,38,17,2020-04-27
Denmark,m,45,82,51.0757162795736,30.9242837204264,3,68.02499999999995,17,2020-04-27
Denmark,m,55,144,122.95043242668287,21.049567573317137,0,72,17,2020-04-27
Denmark,m,60,103,96.54071395446323,6.459286045536764,0,43,12,2020-03-23
Denmark,m,65,438,399.7057463060747,38.294253693925306,3,152,16,2020-04-20
Denmark,m,70,651,568.813002773486,82.18699722651395,3,215,17,2020-04-27
Denmark,m,75,923,795.7104248964033,127.28957510359675,11.975000000000136,310.0499999999999,17,2020-04-27
Denmark,m,80,790,635.7963931411064,154.20360685889364,32.975000000000136,302.025,17,2020-04-27
Denmark,m,85,621,533.8978617786503,87.10213822134976,11,210,16,2020-04-20
Denmark,m,90,390,340.14225995303883,49.85774004696116,4,148.02499999999995,17,2020-04-27
Denmark,m,95,84,62.121591079894316,21.878408920105684,2,55,15,2020-04-13
Denmark,m,100,14,9.023928502427125,4.976071497572874,0,14,16,2020-04-20
Denmark,m,Aggr,4337,3671.2371660242784,665.7628339757214,71.95000000000027,1686.1249999999998,17,2020-04-27
England,b,0,132,125.39638248223474,6.603617517765251,0,38,11,2020-03-16
England,b,5,40,10.196769229530478,29.803230770469522,9,40,17,2020-04-27
England,b,10,55,11.019566099563963,43.98043390043603,22,55,18,2020-05-04
England,b,15,168,10.978753170885442,157.02124682911457,134,168,18,2020-05-04
England,b,20,239,11.416743237399551,227.58325676260046,203,239,18,2020-05-04
England,b,25,374,37.21445565346875,336.78554434653125,291,374,18,2020-05-04
England,b,30,589,221.16314605768858,367.83685394231145,263.97500000000014,463,18,2020-05-04
England,b,35,638,537.4992936201961,100.5007063798039,20,224,18,2020-05-04
England,b,45,279,260.2810655947608,18.718934405239224,0,52.02499999999998,17,2020-04-27
England,b,50,2041,1388.2878308689762,652.7121691310238,462.97500000000014,828.025,18,2020-05-04
England,b,55,5217,3120.7529557865473,2096.2470442134527,1700.9500000000003,2484.025,18,2020-05-04
England,b,60,7159,3893.2522976506325,3265.7477023493675,2817,3699.025,18,2020-05-04
England,b,65,9861,7288.46223827432,2572.53776172568,2120,3291.05,18,2020-05-04
England,b,70,15679,10899.754086948222,4779.245913051777,3888.925,5732.174999999999,18,2020-05-04
England,b,75,16446,10623.263727332456,5822.736272667544,5163.825000000001,6659.025,18,2020-05-04
England,b,80,27108,17160.796851821335,9947.203148178667,8490.725000000002,11459.175,18,2020-05-04
England,b,85,30664,16409.47949511485,14254.52050488515,12474.875,15963.15,18,2020-05-04
England,b,90,21881,13762.177261220064,8118.822738779935,6612.975,9744.15,18,2020-05-04
England,b,95,6120,3793.1353863647428,2326.8646136352572,1863.7500000000014,2764.05,18,2020-05-04
England,b,100,1638,1283.1171408344292,354.88285916557084,193.97500000000014,504.025,18,2020-05-04
England,b,Aggr,146328,90847.6454473623,55480.3545526377,46732.950000000004,64780.9,18,2020-05-04
England,f,0,153,129.71289658837784,23.287103411622148,0,74,16,2020-04-20
England,f,5,15,6.331049544932851,8.668950455067149,0,15,16,2020-04-20
England,f,10,33,9.015313926018475,23.984686073981525,7,33,18,2020-05-04
England,f,15,56,10.980959275309711,45.019040724690285,23,56,18,2020-05-04
England,f,20,78,10.963240395696674,67.03675960430333,44,78,18,2020-05-04
England,f,25,121,26.382126226604026,94.61787377339597,55,121,18,2020-05-04
England,f,30,205,97.73280985416334,107.26719014583666,39.975000000000136,165,18,2020-05-04
England,f,35,314,242.70833571376977,71.29166428623024,12,162,18,2020-05-04
England,f,45,396,379.6592679610387,16.34073203896125,0,99,17,2020-04-27
England,f,50,926,658.6580080972549,267.3419919027451,155,397.025,18,2020-05-04
England,f,55,2009,1363.2954579260295,645.7045420739705,399.97500000000014,893,18,2020-05-04
England,f,60,2824,1719.3546890385333,1104.6453109614667,812.9250000000004,1387,18,2020-05-04
England,f,65,3019,2245.630465273655,773.3695347263451,557.9750000000001,1060.05,18,2020-05-04
England,f,70,6289,4576.939769917492,1712.0602300825074,1276.9500000000003,2244.0499999999997,18,2020-05-04
England,f,75,7536,5240.001371977025,2295.9986280229746,1917,2826.025,18,2020-05-04
England,f,80,12574,8099.845906456412,4474.154093543588,3654.925,5322.075,18,2020-05-04
England,f,85,15917,8561.502473528511,7355.497526471488,6301.925,8345.074999999999,18,2020-05-04
England,f,90,12952,8010.034023698757,4941.965976301243,3932.9500000000003,5973.025,18,2020-05-04
England,f,95,4143,2491.3146468167165,1651.6853531832835,1307.9500000000003,1971.05,18,2020-05-04
England,f,100,1601,1293.8212218486583,307.17877815134176,170.97500000000014,474,18,2020-05-04
England,f,Aggr,71161,45173.884034064955,25987.11596593504,20669.525,31695.374999999996,18,2020-05-04
England,m,0,147,141.02974245380557,5.970257546194439,0,54,17,2020-04-27
England,m,5,19,7.2248409464786505,11.77515905352135,0,19,17,2020-04-27
England,m,10,19,7.012284864234637,11.987715135765363,2,19,17,2020-04-27
England,m,15,113,10.976963482913849,102.02303651708615,79,113,18,2020-05-04
England,m,20,161,10.818313390811317,150.1816866091887,127,161,18,2020-05-04
England,m,25,254,35.18424107614517,218.81575892385482,176,254,18,2020-05-04
England,m,30,384,174.7403080218486,209.2596919781514,114.97500000000014,292.025,18,2020-05-04
England,m,35,238,210.00086870451543,27.999131295484567,0,84,18,2020-05-04
England,m,45,174,159.7971016361997,14.202898363800301,0,40,17,2020-04-27
England,m,50,1228,841.2608410418601,386.7391589581399,252.97500000000014,522.05,18,2020-05-04
England,m,55,3208,1856.1747161688527,1351.8252838311473,1066.9000000000005,1639.025,18,2020-05-04
England,m,60,4334,2324.5297248884954,2009.4702751115049,1686.9750000000001,2337.025,18,2020-05-04
England,m,65,5652,3922.7178690089813,1729.2821309910184,1400.9500000000003,2147.025,18,2020-05-04
England,m,70,9386,6212.220863814679,3173.7791361853206,2563.9500000000003,3810.2499999999995,18,2020-05-04
England,m,75,10283,6627.770700114343,3655.229299885657,3194.9000000000005,4286,18,2020-05-04
England,m,80,14530,9149.660203126798,5380.339796873202,4609.9000000000005,6278.075,18,2020-05-04
England,m,85,14747,8105.509916608661,6641.490083391339,5681.950000000001,7536.1,18,2020-05-04
England,m,90,9058,5859.344955935586,3198.6550440644146,2623.9750000000004,3936.075,18,2020-05-04
England,m,95,1949,1212.374370946093,736.6256290539071,541,920.025,18,2020-05-04
England,m,100,496,432.0788039224629,63.921196077537104,12,159.02499999999995,18,2020-05-04
England,m,Aggr,76380,47300.42763015377,29079.572369846235,24134.450000000004,34606.7,18,2020-05-04
Finland,b,0,11,6.236220647552535,4.763779352447465,0,11,15,2020-04-13
Finland,b,10,2,1.4411574300721222,0.5588425699278778,0,2,12,2020-03-23
Finland,b,15,11,4.334978325188073,6.665021674811927,0,11,15,2020-04-13
Finland,b,20,6,4.594520347963557,1.4054796520364432,0,5,12,2020-03-23
Finland,b,25,30,19.799624232347206,10.200375767652794,0,26,15,2020-04-13
Finland,b,30,15,11.432915997174145,3.5670840028258555,0,13,13,2020-03-30
Finland,b,35,37,29.183840774450488,7.816159225549512,0,26,16,2020-04-20
Finland,b,40,80,42.09178662017861,37.90821337982139,7,68,16,2020-04-20
Finland,b,45,54,40.93200191347058,13.06799808652942,0,36,16,2020-04-20
Finland,b,50,89,68.06048581214989,20.939514187850108,0,52,16,2020-04-20
Finland,b,55,236,211.46734496383417,24.532655036165835,0,102,16,2020-04-20
Finland,b,60,277,240.5640534141401,36.43594658585992,0,107.02499999999995,16,2020-04-20
Finland,b,65,255,244.23382187399034,10.766178126009649,0,65,15,2020-04-13
Finland,b,70,880,838.8406519128741,41.15934808712581,0,196.02499999999995,15,2020-04-13
Finland,b,75,546,485.0696896848819,60.930310315118106,0,152,16,2020-04-20
Finland,b,80,1641,1366.178616256596,274.8213837434041,91.97500000000014,505,16,2020-04-20
Finland,b,85,627,596.2761819479388,30.723818052061233,0,129.02499999999995,15,2020-04-13
Finland,b,90,149,144.9091504324337,4.090849567566295,0,28,15,2020-04-13
Finland,b,95,377,355.2700286648144,21.72997133518558,0,110.02499999999995,16,2020-04-20
Finland,b,100,198,159.17641047822423,38.82358952177578,0,104.02499999999995,16,2020-04-20
Finland,b,Aggr,5521,4870.093481730275,650.9065182697251,98.97500000000014,1748.1249999999998,16,2020-04-20
Finland,f,0,2,1.0847832537008149,0.9152167462991851,0,2,15,2020-04-13
Finland,f,15,2,1.539876993755223,0.460123006244777,0,2,11,2020-03-16
Finland,f,20,2,1.8864803045330112,0.11351969546698881,0,2,12,2020-03-23
Finland,f,25,8,4.555511772477216,3.4444882275227844,0,8,15,2020-04-13
Finland,f,30,5,3.4231492608656726,1.5768507391343272,0,5,13,2020-03-30
Finland,f,35,13,8.779744132675217,4.2202558673247825,0,13,16,2020-04-20
Finland,f,40,18,9.7626952794574,8.2373047205426,1,18,16,2020-04-20
Finland,f,45,8,4.632981348116843,3.367018651883157,0,7,15,2020-04-13
Finland,f,50,22,20.56716616867979,1.4328338313202114,0,16,15,2020-04-13
Finland,f,55,63,50.229327608651786,12.770672391348212,0,44,16,2020-04-20
Finland,f,60,66,55.597203656487096,10.4027963435129,0,34.04999999999991,14,2020-04-06
Finland,f,65,126,112.0603186403657,13.939681359634307,0,58,13,2020-03-30
Finland,f,70,252,217.79909205407398,34.20090794592602,2,100,15,2020-04-13
Finland,f,75,383,329.9359237190328,53.06407628096719,0,153,16,2020-04-20
Finland,f,80,681,590.3518059123357,90.64819408766424,5,232,16,2020-04-20
Finland,f,85,374,341.6490912655898,32.3509087344102,0,98.02499999999996,15,2020-04-13
Finland,f,90,301,293.10284591172723,7.897154088272785,0,67.04999999999991,15,2020-04-13
Finland,f,95,217,205.79137105600245,11.208628943997553,0,70,16,2020-04-20
Finland,f,100,132,112.4717191694658,19.5282808305342,0,68,16,2020-04-20
Finland,f,Aggr,2675,2365.2210875079936,309.77891249200644,8,997.1249999999998,16,2020-04-20
Finland,m,0,8,3.7929228212189474,4.207077178781052,0,8,14,2020-04-06
Finland,m,10,2,1.0916890738635912,0.9083109261364088,0,2,12,2020-03-23
Finland,m,15,11,4.582742201102195,6.417257798897805,0,11,15,2020-04-13
Finland,m,20,18,14.671799335381158,3.328200664618843,0,18,15,2020-04-13
Finland,m,25,22,12.275244879243296,9.724755120756704,0,22,16,2020-04-20
Finland,m,30,10,7.997976754849034,2.002023245150966,0,8,13,2020-03-30
Finland,m,35,32,20.850878886843223,11.149121113156777,0,28,12,2020-03-23
Finland,m,40,65,34.164760485054195,30.835239514945805,4.975000000000136,58,16,2020-04-20
Finland,m,45,58,39.84867027188733,18.151329728112668,0,47,16,2020-04-20
Finland,m,50,68,40.69890440549804,27.301095594501955,6,51,16,2020-04-20
Finland,m,55,156,145.84016298953742,10.159837010462578,0,73,14,2020-04-06
Finland,m,60,251,208.76777453627605,42.23222546372395,1,120,16,2020-04-20
Finland,m,65,119,105.88070722353633,13.119292776463666,0,42,15,2020-04-13
Finland,m,70,326,304.8581394962768,21.14186050372318,0,89.02499999999995,12,2020-03-23
Finland,m,75,322,296.9053996933978,25.094600306602203,0,99,16,2020-04-20
Finland,m,80,811,623.4416085656943,187.5583914343057,56.975000000000136,331.025,16,2020-04-20
Finland,m,85,532,467.6038830944226,64.39611690557739,0,179,15,2020-04-13
Finland,m,90,357,310.12444097245026,46.875559027549734,0,141.02499999999995,15,2020-04-13
Finland,m,95,147,120.37328182884937,26.626718171150635,0,86,16,2020-04-20
Finland,m,100,40,30.343799974160728,9.656200025839272,0,34,16,2020-04-20
Finland,m,Aggr,3355,2794.114787489543,560.8852125104573,68.95000000000027,1447.0749999999998,16,2020-04-20
Germany,b,0,71,55.864958383415285,15.135041616584713,0,43,16,2020-04-20
Germany,b,5,60,47.44785227193571,12.55214772806429,0,35,11,2020-03-16
Germany,b,10,47,37.40567420913952,9.594325790860477,0,25,10,2020-03-09
Germany,b,15,57,50.16583136852505,6.834168631474952,0,26,10,2020-03-09
Germany,b,20,105,101.40043974301258,3.5995602569874166,0,37,14,2020-04-06
Germany,b,25,104,96.86681783854056,7.133182161459445,0,35,14,2020-04-06
Germany,b,30,133,119.07822423498706,13.921775765012931,0,46.024999999999956,14,2020-04-06
Germany,b,35,244,227.72823625551817,16.27176374448183,0,71.02499999999995,14,2020-04-06
Germany,b,40,413,394.72402382368216,18.275976176317855,0,98,14,2020-04-06
Germany,b,45,1438,1356.1555501495088,81.84444985049126,0,283.025,16,2020-04-20
Germany,b,50,3284,3067.272099259464,216.72790074053609,5,545.0499999999998,16,2020-04-20
Germany,b,55,4258,4071.000884807756,186.99911519224395,0,528,15,2020-04-13
Germany,b,60,7941,7239.040315893346,701.9596841066542,174,1229.0249999999999,15,2020-04-13
Germany,b,65,12035,11325.390151479447,709.6098485205537,84.95000000000027,1428.0749999999996,16,2020-04-20
Germany,b,70,9206,8764.135568631771,441.8644313682296,28,1014,16,2020-04-20
