"","country","sex","time","age.code","sle_un"
"643","Peru","male","2015-2020",10,65.23
"644","Peru","male","2015-2020",15,60.35
"645","Peru","male","2015-2020",20,55.68
"646","Peru","male","2015-2020",25,51.14
"647","Peru","male","2015-2020",30,46.67
"648","Peru","male","2015-2020",35,42.16
"649","Peru","male","2015-2020",40,37.66
"650","Peru","male","2015-2020",45,33.23
"651","Peru","male","2015-2020",50,28.9
"652","Peru","male","2015-2020",55,24.71
"653","Peru","male","2015-2020",60,20.7
"654","Peru","male","2015-2020",65,16.9
"655","Peru","male","2015-2020",70,13.36
"656","Peru","male","2015-2020",75,10.35
"657","Peru","male","2015-2020",80,7.74
"658","Peru","male","2015-2020",85,5.67
"659","Peru","male","2015-2020",90,4.21
"660","Peru","male","2015-2020",95,3.2
"661","Philippines","male","2015-2020",0,67.08
"662","Philippines","male","2015-2020",5,64.19
"663","Philippines","male","2015-2020",10,59.4
"664","Philippines","male","2015-2020",15,54.58
"665","Philippines","male","2015-2020",20,49.97
"666","Philippines","male","2015-2020",25,45.5
"667","Philippines","male","2015-2020",30,41
"668","Philippines","male","2015-2020",35,36.53
"669","Philippines","male","2015-2020",40,32.14
"670","Philippines","male","2015-2020",45,27.89
"671","Philippines","male","2015-2020",50,23.85
"672","Philippines","male","2015-2020",55,20.1
"673","Philippines","male","2015-2020",60,16.71
"674","Philippines","male","2015-2020",65,13.6
"675","Philippines","male","2015-2020",70,10.77
"676","Philippines","male","2015-2020",75,8.26
"677","Philippines","male","2015-2020",80,6.2
"678","Philippines","male","2015-2020",85,4.6
"679","Philippines","male","2015-2020",90,3.41
"680","Philippines","male","2015-2020",95,2.58
"681","Portugal","male","2015-2020",0,78.67
"682","Portugal","male","2015-2020",5,73.97
"683","Portugal","male","2015-2020",10,69
"684","Portugal","male","2015-2020",15,64.03
"685","Portugal","male","2015-2020",20,59.1
"686","Portugal","male","2015-2020",25,54.22
"687","Portugal","male","2015-2020",30,49.35
"688","Portugal","male","2015-2020",35,44.52
"689","Portugal","male","2015-2020",40,39.73
"690","Portugal","male","2015-2020",45,35.07
"691","Portugal","male","2015-2020",50,30.59
"692","Portugal","male","2015-2020",55,26.38
"693","Portugal","male","2015-2020",60,22.28
"694","Portugal","male","2015-2020",65,18.36
"695","Portugal","male","2015-2020",70,14.56
"696","Portugal","male","2015-2020",75,11.06
"697","Portugal","male","2015-2020",80,7.99
"698","Portugal","male","2015-2020",85,5.55
"699","Portugal","male","2015-2020",90,3.86
"700","Portugal","male","2015-2020",95,2.68
"701","Romania","male","2015-2020",0,72.36
"702","Romania","male","2015-2020",5,68
"703","Romania","male","2015-2020",10,63.06
"704","Romania","male","2015-2020",15,58.13
"705","Romania","male","2015-2020",20,53.27
"706","Romania","male","2015-2020",25,48.44
"707","Romania","male","2015-2020",30,43.65
"708","Romania","male","2015-2020",35,38.85
"709","Romania","male","2015-2020",40,34.15
"710","Romania","male","2015-2020",45,29.64
"711","Romania","male","2015-2020",50,25.33
"712","Romania","male","2015-2020",55,21.38
"713","Romania","male","2015-2020",60,17.96
"714","Romania","male","2015-2020",65,14.89
"715","Romania","male","2015-2020",70,11.92
"716","Romania","male","2015-2020",75,9.2
"717","Romania","male","2015-2020",80,6.93
"718","Romania","male","2015-2020",85,5.15
"719","Romania","male","2015-2020",90,3.84
"720","Romania","male","2015-2020",95,2.9
"721","South Africa","male","2015-2020",0,60.24
"722","South Africa","male","2015-2020",5,57.62
"723","South Africa","male","2015-2020",10,52.94
"724","South Africa","male","2015-2020",15,48.19
"725","South Africa","male","2015-2020",20,43.56
"726","South Africa","male","2015-2020",25,39.12
"727","South Africa","male","2015-2020",30,34.89
"728","South Africa","male","2015-2020",35,30.93
"729","South Africa","male","2015-2020",40,27.35
"730","South Africa","male","2015-2020",45,23.92
"731","South Africa","male","2015-2020",50,20.62
"732","South Africa","male","2015-2020",55,17.44
"733","South Africa","male","2015-2020",60,14.37
"734","South Africa","male","2015-2020",65,11.5
"735","South Africa","male","2015-2020",70,8.91
"736","South Africa","male","2015-2020",75,6.65
"737","South Africa","male","2015-2020",80,4.73
"738","South Africa","male","2015-2020",85,3.25
"739","South Africa","male","2015-2020",90,2.24
"740","South Africa","male","2015-2020",95,1.7
"741","South Korea","male","2015-2020",0,79.63
"742","South Korea","male","2015-2020",5,74.85
"743","South Korea","male","2015-2020",10,69.88
"744","South Korea","male","2015-2020",15,64.91
"745","South Korea","male","2015-2020",20,59.99
"746","South Korea","male","2015-2020",25,55.1
"747","South Korea","male","2015-2020",30,50.23
"748","South Korea","male","2015-2020",35,45.4
"749","South Korea","male","2015-2020",40,40.6
"750","South Korea","male","2015-2020",45,35.9
"751","South Korea","male","2015-2020",50,31.33
"752","South Korea","male","2015-2020",55,26.92
"753","South Korea","male","2015-2020",60,22.63
"754","South Korea","male","2015-2020",65,18.49
"755","South Korea","male","2015-2020",70,14.55
"756","South Korea","male","2015-2020",75,11.06
"757","South Korea","male","2015-2020",80,8.11
"758","South Korea","male","2015-2020",85,5.78
"759","South Korea","male","2015-2020",90,4.07
"760","South Korea","male","2015-2020",95,2.88
"761","Spain","male","2015-2020",0,80.6
"762","Spain","male","2015-2020",5,75.84
"763","Spain","male","2015-2020",10,70.87
"764","Spain","male","2015-2020",15,65.9
"765","Spain","male","2015-2020",20,60.97
"766","Spain","male","2015-2020",25,56.06
"767","Spain","male","2015-2020",30,51.16
"768","Spain","male","2015-2020",35,46.27
"769","Spain","male","2015-2020",40,41.42
"770","Spain","male","2015-2020",45,36.65
"771","Spain","male","2015-2020",50,32.05
"772","Spain","male","2015-2020",55,27.62
"773","Spain","male","2015-2020",60,23.39
"774","Spain","male","2015-2020",65,19.36
"775","Spain","male","2015-2020",70,15.53
"776","Spain","male","2015-2020",75,11.97
"777","Spain","male","2015-2020",80,8.81
"778","Spain","male","2015-2020",85,6.21
"779","Spain","male","2015-2020",90,4.26
"780","Spain","male","2015-2020",95,2.92
"781","Sweden","male","2015-2020",0,80.75
"782","Sweden","male","2015-2020",5,75.96
"783","Sweden","male","2015-2020",10,70.99
"784","Sweden","male","2015-2020",15,66.02
"785","Sweden","male","2015-2020",20,61.11
"786","Sweden","male","2015-2020",25,56.28
"787","Sweden","male","2015-2020",30,51.46
"788","Sweden","male","2015-2020",35,46.63
"789","Sweden","male","2015-2020",40,41.78
"790","Sweden","male","2015-2020",45,36.98
"791","Sweden","male","2015-2020",50,32.26
"792","Sweden","male","2015-2020",55,27.69
"793","Sweden","male","2015-2020",60,23.28
"794","Sweden","male","2015-2020",65,19.1
"795","Sweden","male","2015-2020",70,15.18
"796","Sweden","male","2015-2020",75,11.54
"797","Sweden","male","2015-2020",80,8.34
"798","Sweden","male","2015-2020",85,5.73
"799","Sweden","male","2015-2020",90,3.83
"800","Sweden","male","2015-2020",95,2.58
"801","Switzerland","male","2015-2020",0,81.6
"802","Switzerland","male","2015-2020",5,76.93
"803","Switzerland","male","2015-2020",10,71.95
"804","Switzerland","male","2015-2020",15,66.98
"805","Switzerland","male","2015-2020",20,62.07
"806","Switzerland","male","2015-2020",25,57.18
"807","Switzerland","male","2015-2020",30,52.3
"808","Switzerland","male","2015-2020",35,47.42
"809","Switzerland","male","2015-2020",40,42.56
"810","Switzerland","male","2015-2020",45,37.76
"811","Switzerland","male","2015-2020",50,33.05
"812","Switzerland","male","2015-2020",55,28.47
"813","Switzerland","male","2015-2020",60,24.07
"814","Switzerland","male","2015-2020",65,19.88
"815","Switzerland","male","2015-2020",70,15.92
"816","Switzerland","male","2015-2020",75,12.18
"817","Switzerland","male","2015-2020",80,8.81
"818","Switzerland","male","2015-2020",85,6.04
"819","Switzerland","male","2015-2020",90,4
"820","Switzerland","male","2015-2020",95,2.66
"821","USA","male","2015-2020",0,76.3
"822","USA","male","2015-2020",5,71.87
"823","USA","male","2015-2020",10,66.91
"824","USA","male","2015-2020",15,61.97
"825","USA","male","2015-2020",20,57.19
"826","USA","male","2015-2020",25,52.59
"827","USA","male","2015-2020",30,48.03
"828","USA","male","2015-2020",35,43.48
"829","USA","male","2015-2020",40,38.95
"830","USA","male","2015-2020",45,34.45
"831","USA","male","2015-2020",50,30.07
"832","USA","male","2015-2020",55,25.92
"833","USA","male","2015-2020",60,22.02
"834","USA","male","2015-2020",65,18.37
"835","USA","male","2015-2020",70,14.89
"836","USA","male","2015-2020",75,11.68
"837","USA","male","2015-2020",80,8.83
"838","USA","male","2015-2020",85,6.43
"839","USA","male","2015-2020",90,4.6
"840","USA","male","2015-2020",95,3.24
