"","country","sex","time","age.code","sle_un"
"647","Peru","female","2015-2020",30,51.17
"648","Peru","female","2015-2020",35,46.46
"649","Peru","female","2015-2020",40,41.79
"650","Peru","female","2015-2020",45,37.17
"651","Peru","female","2015-2020",50,32.63
"652","Peru","female","2015-2020",55,28.17
"653","Peru","female","2015-2020",60,23.83
"654","Peru","female","2015-2020",65,19.72
"655","Peru","female","2015-2020",70,15.83
"656","Peru","female","2015-2020",75,12.34
"657","Peru","female","2015-2020",80,9.27
"658","Peru","female","2015-2020",85,6.76
"659","Peru","female","2015-2020",90,4.92
"660","Peru","female","2015-2020",95,3.64
"661","Philippines","female","2015-2020",0,75.31
"662","Philippines","female","2015-2020",5,72.17
"663","Philippines","female","2015-2020",10,67.35
"664","Philippines","female","2015-2020",15,62.49
"665","Philippines","female","2015-2020",20,57.72
"666","Philippines","female","2015-2020",25,52.99
"667","Philippines","female","2015-2020",30,48.27
"668","Philippines","female","2015-2020",35,43.6
"669","Philippines","female","2015-2020",40,39.01
"670","Philippines","female","2015-2020",45,34.52
"671","Philippines","female","2015-2020",50,30.19
"672","Philippines","female","2015-2020",55,26.04
"673","Philippines","female","2015-2020",60,22.12
"674","Philippines","female","2015-2020",65,18.32
"675","Philippines","female","2015-2020",70,14.63
"676","Philippines","female","2015-2020",75,11.23
"677","Philippines","female","2015-2020",80,8.4
"678","Philippines","female","2015-2020",85,6.17
"679","Philippines","female","2015-2020",90,4.55
"680","Philippines","female","2015-2020",95,3.37
"681","Portugal","female","2015-2020",0,84.64
"682","Portugal","female","2015-2020",5,79.89
"683","Portugal","female","2015-2020",10,74.92
"684","Portugal","female","2015-2020",15,69.94
"685","Portugal","female","2015-2020",20,64.99
"686","Portugal","female","2015-2020",25,60.05
"687","Portugal","female","2015-2020",30,55.1
"688","Portugal","female","2015-2020",35,50.19
"689","Portugal","female","2015-2020",40,45.32
"690","Portugal","female","2015-2020",45,40.51
"691","Portugal","female","2015-2020",50,35.78
"692","Portugal","female","2015-2020",55,31.11
"693","Portugal","female","2015-2020",60,26.51
"694","Portugal","female","2015-2020",65,22.01
"695","Portugal","female","2015-2020",70,17.64
"696","Portugal","female","2015-2020",75,13.51
"697","Portugal","female","2015-2020",80,9.78
"698","Portugal","female","2015-2020",85,6.76
"699","Portugal","female","2015-2020",90,4.58
"700","Portugal","female","2015-2020",95,3.1
"701","Romania","female","2015-2020",0,79.32
"702","Romania","female","2015-2020",5,74.87
"703","Romania","female","2015-2020",10,69.91
"704","Romania","female","2015-2020",15,64.96
"705","Romania","female","2015-2020",20,60.03
"706","Romania","female","2015-2020",25,55.1
"707","Romania","female","2015-2020",30,50.2
"708","Romania","female","2015-2020",35,45.31
"709","Romania","female","2015-2020",40,40.47
"710","Romania","female","2015-2020",45,35.73
"711","Romania","female","2015-2020",50,31.07
"712","Romania","female","2015-2020",55,26.62
"713","Romania","female","2015-2020",60,22.36
"714","Romania","female","2015-2020",65,18.31
"715","Romania","female","2015-2020",70,14.41
"716","Romania","female","2015-2020",75,10.81
"717","Romania","female","2015-2020",80,7.75
"718","Romania","female","2015-2020",85,5.38
"719","Romania","female","2015-2020",90,3.73
"720","Romania","female","2015-2020",95,2.65
"721","South Africa","female","2015-2020",0,67.14
"722","South Africa","female","2015-2020",5,64.36
"723","South Africa","female","2015-2020",10,59.56
"724","South Africa","female","2015-2020",15,54.71
"725","South Africa","female","2015-2020",20,49.95
"726","South Africa","female","2015-2020",25,45.4
"727","South Africa","female","2015-2020",30,41.16
"728","South Africa","female","2015-2020",35,37.13
"729","South Africa","female","2015-2020",40,33.33
"730","South Africa","female","2015-2020",45,29.55
"731","South Africa","female","2015-2020",50,25.79
"732","South Africa","female","2015-2020",55,22.06
"733","South Africa","female","2015-2020",60,18.34
"734","South Africa","female","2015-2020",65,14.75
"735","South Africa","female","2015-2020",70,11.42
"736","South Africa","female","2015-2020",75,8.45
"737","South Africa","female","2015-2020",80,5.88
"738","South Africa","female","2015-2020",85,3.89
"739","South Africa","female","2015-2020",90,2.53
"740","South Africa","female","2015-2020",95,1.81
"741","South Korea","female","2015-2020",0,85.7
"742","South Korea","female","2015-2020",5,80.9
"743","South Korea","female","2015-2020",10,75.93
"744","South Korea","female","2015-2020",15,70.95
"745","South Korea","female","2015-2020",20,65.99
"746","South Korea","female","2015-2020",25,61.06
"747","South Korea","female","2015-2020",30,56.15
"748","South Korea","female","2015-2020",35,51.26
"749","South Korea","female","2015-2020",40,46.38
"750","South Korea","female","2015-2020",45,41.54
"751","South Korea","female","2015-2020",50,36.74
"752","South Korea","female","2015-2020",55,31.99
"753","South Korea","female","2015-2020",60,27.27
"754","South Korea","female","2015-2020",65,22.64
"755","South Korea","female","2015-2020",70,18.16
"756","South Korea","female","2015-2020",75,13.96
"757","South Korea","female","2015-2020",80,10.24
"758","South Korea","female","2015-2020",85,7.22
"759","South Korea","female","2015-2020",90,4.96
"760","South Korea","female","2015-2020",95,3.42
"761","Spain","female","2015-2020",0,86.04
"762","Spain","female","2015-2020",5,81.27
"763","Spain","female","2015-2020",10,76.3
"764","Spain","female","2015-2020",15,71.32
"765","Spain","female","2015-2020",20,66.36
"766","Spain","female","2015-2020",25,61.4
"767","Spain","female","2015-2020",30,56.45
"768","Spain","female","2015-2020",35,51.51
"769","Spain","female","2015-2020",40,46.61
"770","Spain","female","2015-2020",45,41.75
"771","Spain","female","2015-2020",50,36.98
"772","Spain","female","2015-2020",55,32.3
"773","Spain","female","2015-2020",60,27.7
"774","Spain","female","2015-2020",65,23.16
"775","Spain","female","2015-2020",70,18.73
"776","Spain","female","2015-2020",75,14.49
"777","Spain","female","2015-2020",80,10.64
"778","Spain","female","2015-2020",85,7.4
"779","Spain","female","2015-2020",90,4.95
"780","Spain","female","2015-2020",95,3.28
"781","Sweden","female","2015-2020",0,84.38
"782","Sweden","female","2015-2020",5,79.56
"783","Sweden","female","2015-2020",10,74.59
"784","Sweden","female","2015-2020",15,69.61
"785","Sweden","female","2015-2020",20,64.67
"786","Sweden","female","2015-2020",25,59.74
"787","Sweden","female","2015-2020",30,54.81
"788","Sweden","female","2015-2020",35,49.9
"789","Sweden","female","2015-2020",40,44.99
"790","Sweden","female","2015-2020",45,40.13
"791","Sweden","female","2015-2020",50,35.34
"792","Sweden","female","2015-2020",55,30.65
"793","Sweden","female","2015-2020",60,26.09
"794","Sweden","female","2015-2020",65,21.69
"795","Sweden","female","2015-2020",70,17.5
"796","Sweden","female","2015-2020",75,13.53
"797","Sweden","female","2015-2020",80,9.9
"798","Sweden","female","2015-2020",85,6.85
"799","Sweden","female","2015-2020",90,4.54
"800","Sweden","female","2015-2020",95,2.98
"801","Switzerland","female","2015-2020",0,85.41
"802","Switzerland","female","2015-2020",5,80.72
"803","Switzerland","female","2015-2020",10,75.74
"804","Switzerland","female","2015-2020",15,70.77
"805","Switzerland","female","2015-2020",20,65.81
"806","Switzerland","female","2015-2020",25,60.86
"807","Switzerland","female","2015-2020",30,55.92
"808","Switzerland","female","2015-2020",35,50.99
"809","Switzerland","female","2015-2020",40,46.08
"810","Switzerland","female","2015-2020",45,41.21
"811","Switzerland","female","2015-2020",50,36.42
"812","Switzerland","female","2015-2020",55,31.71
"813","Switzerland","female","2015-2020",60,27.12
"814","Switzerland","female","2015-2020",65,22.65
"815","Switzerland","female","2015-2020",70,18.34
"816","Switzerland","female","2015-2020",75,14.2
"817","Switzerland","female","2015-2020",80,10.36
"818","Switzerland","female","2015-2020",85,7.09
"819","Switzerland","female","2015-2020",90,4.63
"820","Switzerland","female","2015-2020",95,3
"821","USA","female","2015-2020",0,81.34
"822","USA","female","2015-2020",5,76.85
"823","USA","female","2015-2020",10,71.89
"824","USA","female","2015-2020",15,66.93
"825","USA","female","2015-2020",20,62.03
"826","USA","female","2015-2020",25,57.19
"827","USA","female","2015-2020",30,52.38
"828","USA","female","2015-2020",35,47.61
"829","USA","female","2015-2020",40,42.89
"830","USA","female","2015-2020",45,38.22
"831","USA","female","2015-2020",50,33.66
"832","USA","female","2015-2020",55,29.26
"833","USA","female","2015-2020",60,25.02
"834","USA","female","2015-2020",65,20.94
"835","USA","female","2015-2020",70,17.02
"836","USA","female","2015-2020",75,13.42
"837","USA","female","2015-2020",80,10.16
"838","USA","female","2015-2020",85,7.39
"839","USA","female","2015-2020",90,5.2
"840","USA","female","2015-2020",95,3.59
